year,transect,site_code,plot,SDD,species,peak,duration,max
2015,Reflection Lakes,RL7_13,RL7,149,ERPE,186.394244070661,-0.0220159777453025,2.78190370995944
2015,Reflection Lakes,RL7_13,RL7,149,LIGR,192.914244193893,-0.0206469856435577,0.0302426736166408
2015,Reflection Lakes,RL7_13,RL7,149,LUAR,175.876428068147,-0.0419892515521328,3.32241425890883
2015,Reflection Lakes,RL7_13,RL7,149,POBI,183.366944713764,-0.0672174889402221,4.27723482683896
2015,Reflection Lakes,RL8_13,RL8,149,CAPA,178.777481856733,-0.0183468395571658,3.00095245793014
2015,Reflection Lakes,RL8_13,RL8,149,ERPE,186.076825745308,-0.0586077684333319,6.70333934612867
2015,Reflection Lakes,RL8_13,RL8,149,LIGR,187.673713686278,-0.0224099830180091,-0.875118889078599
2015,Reflection Lakes,RL8_13,RL8,149,LUAR,180.968396570265,-0.0966587677627319,3.08229600875076
2015,Reflection Lakes,RL8_13,RL8,149,POBI,186.749421221201,-0.041897621576167,5.28461011431328
2015,Reflection Lakes,RL9_13,RL9,159,ANOC,170.428628258411,-0.00459597482334087,-0.836244397286378
2015,Reflection Lakes,RL9_13,RL9,159,CAPA,189.345519664671,-0.00807013395580467,2.82109224980722
2015,Reflection Lakes,RL9_13,RL9,159,ERPE,190.186365034012,-0.0407049006492496,0.0411213688799059
2015,Reflection Lakes,RL9_13,RL9,159,LUAR,185.390843139369,-4.947357220237,245.001682636153
2016,Glacier Basin,GB1_15,GB1,133,MEPA,194.232534254717,-0.0169567222208286,4.5162798152503
2016,Glacier Basin,GB10_15,GB10,154,ARLA,225.45801375623,-0.00840302476902121,4.61302977142401
2016,Glacier Basin,GB10_15,GB10,154,LUAR,224.762051955399,-0.0122564743311376,2.88374084560714
2016,Glacier Basin,GB10_15,GB10,154,VASI,222.978493870547,-0.0056855331836766,-0.761766014943007
2016,Glacier Basin,GB11_15,GB11,154,ASLE,234.91206346163,-0.0150322760651276,4.17104256831288
2016,Glacier Basin,GB11_15,GB11,154,CAMI,220.868458277496,-0.00289336296258686,-0.15998286973106
2016,Glacier Basin,GB11_15,GB11,154,LUAR,214.986192841987,-0.0388651716404216,5.57720689140278
2016,Glacier Basin,GB11_15,GB11,154,MEPA,201.0704214016,-0.0297993990171755,7.36249133150644
2016,Glacier Basin,GB12_15,GB12,172,ASLE,245.195197020433,-0.232937957161133,77.117878873473
2016,Glacier Basin,GB12_15,GB12,172,CAMI,237.506853785947,-0.00305376697393784,1.06137508142872
2016,Glacier Basin,GB12_15,GB12,172,LUAR,217.154078830143,-0.0209448159851771,4.00026596004939
2016,Glacier Basin,GB12_15,GB12,172,PEBR,209.130370304437,-0.0140825251949759,-0.854511525917112
2016,Glacier Basin,GB12_15,GB12,172,POBI,217.391943493259,-0.0291708126219266,5.99347379158909
2016,Glacier Basin,GB12_15,GB12,172,VASI,217.06994846723,-0.00578512800335249,-1.00014494008388
2016,Glacier Basin,GB13_15,GB13,140,ASLE,232.735882125016,-0.0164667875304387,3.90093669063595
2016,Glacier Basin,GB13_15,GB13,140,LUAR,218.348180026308,-0.00910930488761815,-0.606960935318914
2016,Glacier Basin,GB14_15,GB14,161,ASLE,231.064246008988,-0.0112499192628328,4.31146620135269
2016,Glacier Basin,GB14_15,GB14,161,CAMI,234.066036689707,-0.00364501444594649,1.13457571398567
2016,Glacier Basin,GB14_15,GB14,161,LUAR,215.808648064993,-0.0160271100972162,3.0633222599259
2016,Glacier Basin,GB14_15,GB14,161,MEPA,214.30433568134,-0.0166185276252149,4.18288733053845
2016,Glacier Basin,GB15_15,GB15,172,ASLE,217.493670992794,-0.0260249864985217,1.40643347253899
2016,Glacier Basin,GB15_15,GB15,172,LUAR,217.681510246055,-0.0173554927105574,4.40759637830281
2016,Glacier Basin,GB15_15,GB15,172,VASI,210.238452543535,-0.0178984948368935,3.77895096778
2016,Glacier Basin,GB2_15,GB2,121,CAMI,203.641766181558,-0.0254515824985617,26.0150374807249
2016,Glacier Basin,GB2_15,GB2,121,MEPA,178.935177202659,-0.248446493818776,256.133785714293
2016,Glacier Basin,GB3_15,GB3,123,LICA,214.822583726092,-0.00701974254747293,1.88189439185113
2016,Glacier Basin,GB3_15,GB3,123,MEPA,220.795076818985,-0.00317820243085292,3.85758297763513
2016,Glacier Basin,GB4_15,GB4,145,LUAR,214.512903563883,-3.10396691682256,1262.90901946632
2016,Glacier Basin,GB5_15,GB5,128,ARLA,213.364674742539,-0.00211987460212335,1.43661609416742
2016,Glacier Basin,GB5_15,GB5,128,LUAR,206.021653826915,-0.034851274312225,2.35481806982489
2016,Glacier Basin,GB6_15,GB6,107,CAMI,209.15382561057,-0.00576948581792879,-0.306067950420598
2016,Glacier Basin,GB6_15,GB6,107,LUAR,187.508380204355,-0.00508407230293088,2.3929898137476
2016,Glacier Basin,GB7_15,GB7,156,ARLA,228.01432025501,-0.00638235568343803,0.136092887411494
2016,Glacier Basin,GB7_15,GB7,156,CAMI,219.731301018982,-0.0330632919176397,1.27312962711567
2016,Glacier Basin,GB7_15,GB7,156,LICA,249.509690702897,-0.00742463131931403,0.0476692780122628
2016,Glacier Basin,GB7_15,GB7,156,MEPA,217.441762042174,-0.00156752917222702,-1.19629139694609
2016,Glacier Basin,GB8_15,GB8,155,LUAR,215.053487990786,-0.0319374539615837,6.53608201917948
2016,Glacier Basin,GB8_15,GB8,155,VASI,199.371745200616,-0.0105746300111386,0.640669411844164
2016,Glacier Basin,GB9_15,GB9,178,ARLA,226.061041002517,-0.0139276445869658,6.358541594855
2016,Glacier Basin,GB9_15,GB9,178,LUAR,227.11364797043,-0.551357503061568,142.46613377473
2016,Glacier Basin,GB9_15,GB9,178,VASI,215.414564454233,-0.00761896749071455,0.183201623280749
2016,Reflection Lakes,RL1_13,RL1,167,ERPE,211.693013023943,-0.0166233037094601,1.08826092057426
2016,Reflection Lakes,RL1_13,RL1,167,LIGR,224.078061942322,-0.018397546677597,2.99791255434743
2016,Reflection Lakes,RL1_13,RL1,167,LUAR,209.721495075539,-0.0658834967751708,5.93693397795792
2016,Reflection Lakes,RL2_13,RL2,167,CAPA,214.752824429954,-0.00582862772507991,-0.851132687187485
2016,Reflection Lakes,RL2_13,RL2,167,LUAR,214.933391076096,-0.0933024665957184,4.1526209117095
2016,Reflection Lakes,RL2_13,RL2,167,PEBR,212.009644181757,-0.197103766077381,2.92174224431699
2016,Reflection Lakes,RL4_13,RL3b,184,ERMO,190.511933010051,-0.117989465886897,7.79385324683215
2016,Reflection Lakes,RL4_13,RL3b,184,PEBR,215.153891057992,-0.047732524769073,4.2235254617371
2016,Reflection Lakes,RL4_13,RL3b,184,POBI,218.938724036954,-0.0209697193860681,2.77520354268907
2016,Reflection Lakes,RL4_13,RL3b,184,VASI,213.758559018588,-0.00860449936743852,0.44004455842212
2016,Reflection Lakes,RL4_14,RL4,179,ERPE,231.409750651201,-3.54673842684764,354.668783246041
2016,Reflection Lakes,RL4_14,RL4,179,LUAR,224.567785366975,-0.634826662426364,58.1139555660996
2016,Reflection Lakes,RL4_14,RL4,179,PEBR,217.776062224933,-0.0561843889474132,0.754568754646378
2016,Reflection Lakes,RL4_14,RL4,179,POBI,228.281174347066,-0.0179730121844,2.04483146116423
2016,Reflection Lakes,RL5_13,RL5a,192,CAPA,216.929862484141,-0.0122215799815802,2.54938889253579
2016,Reflection Lakes,RL5_13,RL5a,192,ERMO,198.233883143409,-0.137402633848668,3.9485433834938
2016,Reflection Lakes,RL5_13,RL5a,192,ERPE,220.71612624124,-0.0884383452600992,0.66264754202362
2016,Reflection Lakes,RL5_13,RL5a,192,LUAR,217.80782474599,-0.0456390183075295,2.03970684820211
2016,Reflection Lakes,RL5_13,RL5a,192,MIAL,214.351235639626,-0.0796644134998799,2.00159936759877
2016,Reflection Lakes,RL5_13,RL5a,192,POBI,225.985323519962,-0.0458501759497728,7.84713637357469
2016,Reflection Lakes,RL5_13,RL5a,192,VASI,218.525571856612,-0.0231851057638542,4.43354876639253
2016,Reflection Lakes,RL5b_16,RL5b,179,CAPA,219.84862849651,-0.020970619411628,3.08831682700916
2016,Reflection Lakes,RL5b_16,RL5b,179,ERMO,205.557877199626,-0.0165914185662642,1.34560519596592
2016,Reflection Lakes,RL5b_16,RL5b,179,LIGR,233.076212067369,-0.0129282568073934,1.96033621353226
2016,Reflection Lakes,RL5b_16,RL5b,179,LUAR,222.883495398012,-0.04112114533299,3.70499813127853
2016,Reflection Lakes,RL5b_16,RL5b,179,PEBR,217.097356140962,-0.0715397961367587,1.19878509860621
2016,Reflection Lakes,RL5b_16,RL5b,179,POBI,235.569995540266,-2.3864249461194,624.137351232933
2016,Reflection Lakes,RL5b_16,RL5b,179,VASI,216.107867188021,-0.092923040580921,1.27305363840423
2016,Reflection Lakes,RL6_13,RL6,191,ANOC,199.345308897626,-0.0104569347472142,0.241364293149281
